#	Id	ClassId	Distance	AngleX	AngleY	LookAtOffsetY	ScreenCenterAreaWidthPercent	ScreenCenterAreaHeightPercent	DescStringId	BaseLabel_OffsetY	HPLabel_OffsetY	RankLabel_OffsetY	NameLabel_OffsetY	MoodLabel_OffsetY	EmotionLabel_OffsetY	GuildMemberTitleLabel_OffsetY	GuildLabel_OffsetY	StageClearMasterTitleLabel_OffsetY	MissionOverheadMarkLabel_OffsetY	ObjectIdLabel_OffsetY
#	編號	Class 編號	距離	X軸角度	Y軸角度	鎖定高度	不跟隨寬度	不跟隨長度	說明	角色頭部之上的基本偏移量值	血條的偏移量值	官階的偏移量值	角色名稱的偏移量值	心情資訊偏移量值	表情符號的偏移量值	公會職稱的偏移量值	公會名稱的偏移量值	關卡結算的偏移量值	任務承接的偏移量值	Debug用的showid 顯示的偏移量值
	1	1500	-200	24	0	50	0	0	選角專用鏡頭:尚未有角色時的全覽鏡頭	0	0	0	0	5	4	4	15	35	35	35
	2	1500	-200	5	0	40	0	0	選角專用鏡頭:選角預設鏡頭	0	0	0	0	5	4	4	15	35	35	35
	3	1500	-725	24	0	40	5	5	野外段專用鏡(1)高	0	0	12	12	29	27	27	42	60	60	60
	4	1500	-550	14	0	40	5	5	主城專用鏡頭	0	0	8	8	20	19	19	30	50	50	50
	5	1500	-770	22	0	0	5	5	兔 - Boss戰~決勝兔王要塞	0	0	12	12	29	27	27	42	60	60	60
	6	1500	-675	16	0	40	5	5	兔 - 神祕迴旋林之戰	0	0	10	10	25	24	24	38	60	60	60
	7	1500	-475	10	0	40	5	5	新手教學區域	0	0	8	8	19	18	18	28	50	50	50
	8	1500	-1075	19	0	60	0	0	狩獵王區域	0	0	15	15	39	38	38	60	80	80	80
	9	1500	-625	28	0	60	500	300	象 - 收服象王戰	0	0	10	10	25	24	24	38	60	60	60
	10	1500	-725	28	0	40	5	5	彪 - 坦克隊的淪陷、坦克大對決	0	0	12	12	29	28	28	43	60	60	60
	11	1500	-725	19	0	40	5	5	野外段專用鏡(2)中	0	0	12	12	29	27	27	42	60	60	60
	12	1500	-725	14	0	40	5	5	野外段專用鏡(3)低	0	0	12	12	29	27	27	42	60	60	60
#	29	1500	-725	26	-41	40	5	5	欄杆關卡	0	0	12	12	29	27	27	42	60	60	60
	30	1500	-725	40	0	40	5	5	象 - 終點挑戰賽	0	0	12	12	30	29	29	46	70	70	70
	51	1500	-700	18	0	40	5	5	彪 - 虎頭山之行、坦克隊長的任務	0	0	12	12	29	27	27	42	60	60	60
#	98	1500	-800	0	0	150	0	0	測試平面鏡頭(叛克平面角度用景、龜砲車賽車場)	0	0	12	12	29	27	27	42	60	60	60
	99	1500	-190	-9	13	60	0	0	創角專用鏡頭：創角時使用的拉近鏡頭	0	0	0	0	5	4	4	15	35	35	35
	100	1500	-200	5	0	40	0	0	選角專用鏡頭：左方角色(預設使用2號鏡，部分參數會使用此鏡頭)	0	0	0	0	5	4	4	15	35	35	35
	101	1500	-200	5	0	40	0	0	選角專用鏡頭：左中角色(預設使用2號鏡，部分參數會使用此鏡頭)	0	0	0	0	5	4	4	15	35	35	35
	102	1500	-200	5	0	40	0	0	選角專用鏡頭：右中角色(預設使用2號鏡，部分參數會使用此鏡頭)	0	0	0	0	5	4	4	15	35	35	35
	103	1500	-200	5	0	40	0	0	選角專用鏡頭：右方角色(預設使用2號鏡，部分參數會使用此鏡頭)	0	0	0	0	5	4	4	15	35	35	35
#	104	1500	-600	12	0	50	5	5	縱向視點	0	0	9	9	23	21	21	33	50	50	50
	105	1500	-600	12	0	40	5	5	縱向視點(較高) 象 - 神木密林追擊戰、終點分開挑戰賽	0	0	9	9	23	21	21	33	50	50	50
