#	Id	ClassId		CharaceterPresetId	Level		Exp	ScaleAbility	MaxHP	MaxMP			RestoreHP	RestoreMP	Attack	Defence	Strength	Dexterity	Constitution	Intelligence	CriticalPower	CriticalHitRate	LuckyValue	GuardianValue	GroundHarm	WaterHarm	FireHarm	WindHarm	Unground	Unwater	Unfire	Unwind	MaxRushCount	DeBufferDefenceRate	ReflectionAttackRate	AbsoluteDamage	AbsoluteDefence	AbsoluteDamageRate	AbsoluteDefenceRate					
# 參數列：角色基本數值					← 刪了會死人！平時編輯時可以隱藏此列 →						2	3	18	19	4	5	6	7	8	9	10	11	12	13	14	14	14	14	16	16	16	16										0.01	0.01	
# 參數列：角色素質比重				16	← 刪了會死人！平時編輯時可以隱藏此列 →						× 50	× 50	8	9	4	5	6	7	8	9	10	11	12	13	14	14	14	14	15	15	15	15												
# 參數列：角色元素屬性					← 刪了會死人！平時編輯時可以隱藏此列 →																				地	水	火	風	地	水	火	風												
#	編號	Class編號	使用角色	使用角色	等級	元素屬性	升至下一級所需經驗值	放大縮小	最大HP	最大MP	PC 總 HP 估算	PC 總 MP 估算	HP回復點數	MP回復點數	攻擊力	防禦力	力量	敏捷	體能	智慧	爆發力	爆擊率	幸運值	守護值	地屬性傷害	水屬性傷害	火屬性傷害	風屬性傷害	地屬性防護	水屬性防護	火屬性防護	風屬性防護	基本衝刺次數	DeBuffer抗性	攻擊反彈率	絕對傷害值	絕對防禦值	絕對傷害倍率	絕對防禦倍率	最大HP備分	最大MP備分	舊HP回復點數	舊MP回復點數	升級EXP備份 10/01/12
	1001	2100	1.林沖	1	1	風	69	1.0 	0	0	"1,000 "	900 	22 	18 	21	20	21	22	20	18	10	0	20	0	0 	0 	0 	13 	2 	2 	2 	8 	16 	0 	0 	0 	0 	100 	0 	250	238	0 	0 	60 
	1002	2100	1.林沖	1	2	風	193	1.0 	0	0	"1,100 "	"1,000 "	22 	18 	23	22	23	24	22	20	11	0	22	0	0 	0 	0 	15 	2	2	2	9	16	0	0	0	0	100	0	275	261	0 	0 	207 
	1003	2100	1.林沖	1	3	風	471	1.0 	0	0	"1,200 "	"1,100 "	22 	18 	25	24	25	26	24	22	11	0	24	0	0 	0 	0 	16 	2	2	2	10	16	0	0	0	0	100	0	300	285	0 	0 	613 
	1004	2100	1.林沖	1	4	風	950	1.0 	0	0	"1,300 "	"1,150 "	22 	18 	27	26	27	29	26	23	12	0	26	0	0 	0 	0 	17 	3	3	3	10	16	0	0	0	0	100	0	325	309	0 	0 	1384 
	1005	2100	1.林沖	1	5	風	1616	1.0 	0	0	"1,400 "	"1,250 "	22 	18 	29	28	29	31	28	25	12	0	28	0	0 	0 	0 	18 	3	3	3	11	16	0	0	0	0	100	0	350	333	0 	0 	2651 
	1006	2100	1.林沖	1	6	風	2571	1.0 	0	0	"1,500 "	"1,350 "	22 	18 	31	30	31	33	30	27	13	0	30	0	0 	0 	0 	19 	3	3	3	12	16	0	0	0	0	100	0	375	356	0 	0 	4343 
	1007	2100	1.林沖	1	7	風	3934	1.0 	0	0	"1,600 "	"1,450 "	22 	18 	33	32	33	35	32	29	13	0	32	0	0 	0 	0 	20 	3	3	3	13	16	0	0	0	0	100	0	400	380	0 	0 	6789 
	1008	2100	1.林沖	1	8	風	5800	1.0 	0	0	"1,700 "	"1,550 "	22 	18 	35	34	35	37	34	31	14	0	34	0	0 	0 	0 	22 	3	3	3	14	16	0	0	0	0	100	0	425	404	0 	0 	9700 
	1009	2100	1.林沖	1	9	風	8297	1.0 	0	0	"1,800 "	"1,600 "	22 	18 	37	36	37	40	36	32	14	0	36	0	0 	0 	0 	23 	4	4	4	14	16	0	0	0	0	100	0	450	428	0 	0 	12697 
	1010	2100	1.林沖	1	10	風	16929	1.0 	0	0	"1,900 "	"1,700 "	22 	18 	40	38	40	42	38	34	15	0	38	0	0 	0 	0 	24 	4	4	4	15	16	0	0	0	0	100	0	475	451	0 	0 	23023 
	1011	2100	1.林沖	1	11	風	21979	1.0 	0	0	"2,000 "	"1,800 "	22 	18 	42	40	42	44	40	36	15	0	40	0	0 	0 	0 	25 	4	4	4	16	16	0	0	0	0	100	0	500	475	0 	0 	26633 
	1012	2100	1.林沖	1	12	風	28114	1.0 	0	0	"2,100 "	"1,900 "	22 	18 	44	42	44	46	42	38	16	0	42	0	0 	0 	0 	27 	4	4	4	17	16	0	0	0	0	100	0	525	499	0 	0 	30457 
	1013	2100	1.林沖	1	13	風	35970	1.0 	0	0	"2,200 "	"2,000 "	22 	18 	46	44	46	48	44	40	16	0	44	0	0 	0 	0 	28 	4	4	4	18	16	0	0	0	0	100	0	550	523	0 	0 	34980 
	1014	2100	1.林沖	1	14	風	45880	1.0 	0	0	"2,300 "	"2,050 "	22 	18 	48	46	48	51	46	41	17	0	46	0	0 	0 	0 	29 	5	5	5	18	16	0	0	0	0	100	0	575	546	0 	0 	39590 
	1015	2100	1.林沖	1	15	風	68486	1.0 	0	0	"2,400 "	"2,150 "	22 	18 	50	48	50	53	48	43	17	0	48	0	0 	0 	0 	31 	5	5	5	19	16	0	0	0	0	100	0	600	570	0 	0 	62171 
	1016	2100	1.林沖	1	16	風	85560	1.0 	0	0	"2,500 "	"2,250 "	22 	18 	52	50	52	55	50	45	18	0	50	0	0 	0 	0 	32 	5	5	5	20	16	0	0	0	0	100	0	625	594	0 	0 	81309 
	1017	2100	1.林沖	1	17	風	112797	1.0 	0	0	"2,600 "	"2,350 "	22 	18 	54	52	54	57	52	47	18	0	52	0	0 	0 	0 	33 	5	5	5	21	16	0	0	0	0	100	0	650	618	0 	0 	106983 
	1018	2100	1.林沖	1	18	風	147456	1.0 	0	0	"2,700 "	"2,450 "	22 	18 	56	54	56	59	54	49	19	0	54	0	0 	0 	0 	35 	5	5	5	22	16	0	0	0	0	100	0	675	641	0 	0 	139861 
	1019	2100	1.林沖	1	19	風	193489	1.0 	0	0	"2,800 "	"2,500 "	22 	18 	58	56	58	62	56	50	19	0	56	0	0 	0 	0 	36 	6	6	6	22	16	0	0	0	0	100	0	700	665	0 	0 	182471 
	1020	2100	1.林沖	1	20	風	277496	1.0 	0	0	"2,900 "	"2,600 "	22 	18 	60	58	60	64	58	52	20	0	58	0	0 	0 	0 	37 	6	6	6	23	16	0	0	0	0	100	0	725	689	0 	0 	260306 
	1021	2100	1.林沖	1	21	風	326480	1.0 	0	0	"3,000 "	"2,700 "	22 	18 	62	60	62	66	60	54	20	0	60	0	0 	0 	0 	38 	6	6	6	24	16	0	0	0	0	100	0	750	713	0 	0 	336160 
	1022	2100	1.林沖	1	22	風	382436	1.0 	0	0	"3,100 "	"2,800 "	22 	18 	64	62	64	68	62	56	21	0	62	0	0 	0 	0 	40 	6	6	6	25	16	0	0	0	0	100	0	775	736	0 	0 	432483 
	1023	2100	1.林沖	1	23	風	460560	1.0 	0	0	"3,200 "	"2,900 "	22 	18 	67	64	67	70	64	58	21	0	64	0	0 	0 	0 	41 	6	6	6	26	16	0	0	0	0	100	0	800	760	0 	0 	555500 
	1024	2100	1.林沖	1	24	風	550800	1.0 	0	0	"3,300 "	"2,950 "	22 	18 	69	66	69	73	66	59	22	0	66	0	0 	0 	0 	44 	7	7	7	26	16	0	0	0	0	100	0	825	784	0 	0 	712800 
	1025	2100	1.林沖	1	25	風	693754	1.0 	0	0	"3,400 "	"3,050 "	22 	18 	71	68	71	75	68	61	22	0	68	0	0 	0 	0 	45 	7	7	7	27	16	0	0	0	0	100	0	850	808	0 	0 	970766 
	1026	2100	1.林沖	1	26	風	813393	1.0 	0	0	"3,500 "	"3,150 "	22 	18 	73	70	73	77	70	63	23	0	70	0	0 	0 	0 	45 	7	7	7	28	16	0	0	0	0	100	0	875	831	0 	0 	1236357 
	1027	2100	1.林沖	1	27	風	943920	1.0 	0	0	"3,600 "	"3,250 "	22 	18 	75	72	75	79	72	65	23	0	72	0	0 	0 	0 	48 	7	7	7	29	16	0	0	0	0	100	0	900	855	0 	0 	1573200 
	1028	2100	1.林沖	1	28	風	1084380	1.0 	0	0	"3,700 "	"3,350 "	22 	18 	77	74	77	81	74	67	24	0	74	0	0 	0 	0 	49 	7	7	7	30	16	0	0	0	0	100	0	925	879	0 	0 	1999234 
	1029	2100	1.林沖	1	29	風	1236167	1.0 	0	0	"3,800 "	"3,400 "	22 	18 	79	76	79	84	76	68	24	0	76	0	0 	0 	0 	51 	8	8	8	30	16	0	0	0	0	100	0	950	903	0 	0 	2540409 
	1030	2100	1.林沖	1	30	風	1456193	1.0 	0	0	"3,900 "	"3,500 "	22 	18 	81	78	81	86	78	70	25	0	78	0	0 	0 	0 	52 	8	8	8	31	16	0	0	0	0	100	0	975	926	0 	0 	3139436 
	1031	2100	1.林沖	1	31	風	1703247	1.0 	0	0	"4,000 "	"3,600 "	22 	18 	83	80	83	88	80	72	25	0	80	0	0 	0 	0 	54 	8	8	8	32	16	0	0	0	0	100	0	1000	950	0 	0 	3705057 
	1032	2100	1.林沖	1	32	風	1921691	1.0 	0	0	"4,100 "	"3,700 "	22 	18 	85	82	85	90	82	74	26	0	82	0	0 	0 	0 	55 	8	8	8	33	16	0	0	0	0	100	0	1025	974	0 	0 	4363526 
	1033	2100	1.林沖	1	33	風	2173509	1.0 	0	0	"4,200 "	"3,800 "	22 	18 	87	84	87	92	84	76	26	0	84	0	0 	0 	0 	57 	8	8	8	34	16	0	0	0	0	100	0	1050	998	0 	0 	5138469 
	1034	2100	1.林沖	1	34	風	2444044	1.0 	0	0	"4,300 "	"3,850 "	22 	18 	89	86	89	95	86	77	27	0	86	0	0 	0 	0 	58 	9	9	9	34	16	0	0	0	0	100	0	1075	1021	0 	0 	6040191 
	1035	2100	1.林沖	1	35	風	2832621	1.0 	0	0	"4,400 "	"3,950 "	22 	18 	92	88	92	97	88	79	27	0	88	0	0 	0 	0 	60 	9	9	9	35	16	0	0	0	0	100	0	1100	1045	0 	0 	7338550 
	1036	2100	1.林沖	1	36	風	3162043	1.0 	0	0	"4,500 "	"4,050 "	22 	18 	94	90	94	99	90	81	28	0	90	0	0 	0 	0 	62 	9	9	9	36	16	0	0	0	0	100	0	1125	1069	0 	0 	8443957 
	1037	2100	1.林沖	1	37	風	3515066	1.0 	0	0	"4,600 "	"4,150 "	22 	18 	96	92	96	101	92	83	28	0	92	0	0 	0 	0 	63 	9	9	9	37	16	0	0	0	0	100	0	1150	1093	0 	0 	9715354 
