#	Id	ClassId								GfxId	NameStringId	DescStringId	DisplayLV	DisplayOrder	SkillKind	SkillGroupId	CoolDownTimeBySkillGroup	CoolDownTime		HP	MP	ToCoverOverSkillId	ItemPresetId	ItemCount	GamePointCost	Hate	CanNotBeInterrupted	CanNotBeForbiddenByBUFF	CanNotBeForbiddenByVehicle	Harmful	HurtDurability	UseToSelf	UseToTeamMember	UseToPlayer	UseToEnemy	Attack_HP	Attack_MP	Restore_HP	Restore_MP	DynamicAttackValueRate	SkillGroundPower	SkillWaterPower	SkillFirePower	SkillWindPower	DamageRate	SkillCalePresetId	BufferPresetId	UseBBox	Front	Back	Left	Right	Up	Down	AttackOffset	BulletModel	BulletOffset_x	BulletOffset_y	BulletOffset_z	LiveTime	Distance		BulletCount	BulletAttackCooldown	BulletScale	Penetration	Charge	ChargeDistance	ChargeDuration	KickOut	KickOutDistance	SkillAnmTime	AttackDeltaCheckTime	AchilleanTimeByMs	FightAnm	FightEffectName	HitHurtAnm	SkillHurtEffectName	SoundId	HitSoundId	UnHitSoundId	UseSkillScript	SkillHitScript	UseSkillScriptByAllClient	SkillHitScriptByAllClient	UseSkillScriptByServer	SkillHitScriptByServer	SkillExActKind	SkillExActKindValue1	SkillExActKindValue2	SkillExActKindValue3	SkillExActKindValue4	SkillExActKindValue5
# 強度參考								130%																														2	3						500																																																
#	技能編號	程式分辨用ID，固定填 8000	備注：技能名稱	備注：使用角色	備注：技能類型	備注：Skill強度/MOB層級	備注：相關說明	備注：參考數值或什麼的	備注：使用者等級	圖示	技能名稱字串ID	技能描述String ID	顯示用技能階層	顯示用順位	技能種類	技能群組id	群組冷卻時間	冷卻 (ms)	備注：狀態持續時間參考(ms)	使用技能時需要消耗HP	使用技能時需要消耗MP	覆蓋掉的skillid	使用技能時需要消耗的物品ID	發一次技能要消耗多少需求物品	需求的GamePoint (金錢)	仇恨值	技能施展時能夠「不被中斷」	是否扺抗封印	騎乘時是否可以施展	是否為傷害性 (負面)技能	傷害耐久值	作用於自己	作用於隊友	作用於玩家	作用於敵方	攻擊威力 (-HP)	攻擊威力 (-MP)	回復HP	回復MP	攻擊值浮動值	技能的土屬威力	技能的水屬威力	技能的火屬威力	技能的風屬威力	傷害比例％	技能攻擊力另參考PC屬性的公式PresetID	技能附加Buffer的PresetID	強制使用Bbox判斷傷害範圍	傷害範圍的前長	傷害範圍的後長	傷害範圍的左寬	傷害範圍的右寬	傷害範圍的上半	傷害範圍的下半	攻擊點偏移 (x y z)	傷害範圍使用的子彈特效ID	子彈的偏移值X (左右)	子彈的偏移值Y (高度)	子彈的偏移值Z (前後)	子彈存活時間 (ms)	子彈的移動距離	子彈膠囊長度	攻擊次數／子彈數量	子彈／攻擊掃瞄間隔 (ms)	子彈縮放	有穿透性的	向前衝刺	角色向前衝撞距離	衝刺移動所需時間 (ms)	踼飛	目標被踼飛距離	動作撥放時間長度 (ms)	攻擊延後Check時間 (ms)	技能使用途中無敵的時間 (ms)	攻擊動作 (字串)	攻擊時播放特效 (字串)	專屬受擊動作 (字串)	技能擊中受傷特效 (字串)	出招音效 id	擊中音效 id	未擊中音效 id	「使用此技能」時，Client被呼叫的Script	技能「命中敵人」時，Client被呼叫的Script 子彈型的攻擊無法觸發命中的Script！	"不限主玩家 (所有玩家)使用技能時發動 Client Script 
"	不限主玩家 (所有玩家)技能擊中時發動 Client Script 子彈型的攻擊無法觸發命中的Script！	使用技能時發動 Server Script 	技能擊中時發動 Server Script 子彈型的攻擊無法觸發命中的Script！	技能的特殊功能ID：1.學習技能；2增加物品；3傳送使用	每一個特殊種類可以引發不同的值進去，會依所作用的種類填入不同的值。	每一個特殊種類可以引發不同的值進去，會依所作用的種類填入不同的值。	每一個特殊種類可以引發不同的值進去，會依所作用的種類填入不同的值。	每一個特殊種類可以引發不同的值進去，會依所作用的種類填入不同的值。	每一個特殊種類可以引發不同的值進去，會依所作用的種類填入不同的值。
# PC普通攻擊：科目0-種類00-角色0-項目00-等級00																																																																																													
# 0000000~0004999 為PC技能																																																																																													
	101	8000	林沖基本攻擊	1.林沖	連擊技能	90%	四連擊	117%	1							0												1	0	1	1				1	10	0			2	1	1	1	1	120	101		1	150	20	75	75	50									0	1			1	0	0	0	0	0	500	100		2010		4010	EF0001	12010				Camzoom_02					0					
	102	8000	林沖第二段攻擊	1.林沖	連擊技能	100%	四連擊	130%	2							0												1	0	1	1				1	10	0			3	1	1	1	1	130	102		1	150	20	75	75	50									0	1			1	0	0	0	0	0	500	100		2020		4010	EF0001	12020									0					
	103	8000	林沖第三段攻擊	1.林沖	連擊技能	110%	四連擊	143%	10							0												0	0	1	1				1	10	0			5	1	1	1	1	140	103		1	120	75	75	75	50									0	1			1	1	150	100	1	100	500	100		2030	PUSH	4012	EF0001	12030				Skill_Basic					0					
	104	8000	林沖第四段攻擊	1.林沖	連擊技能	110%	四連擊	143%	20							0												0	0	1	1				1	10	0			10	1	1	1	1	290	104		1	180	120	150	150	50									0	1			1	0	0	0	1	200	1000	400		2033		4013	EF0001	12033									0					
	201	8000	雷橫基本攻擊	2.雷橫	連擊技能	90%	四連擊	117%	1							0												1	0	1	1				1	10	0			2	1	1	1	1	100	201		1	120	20	40	40	50									0	1			1	0	0	0	0	0	433	100		2010		4010	EF0001	22010				Camzoom_02					0					
	202	8000	雷橫第二段攻擊	2.雷橫	連擊技能	100%	四連擊	130%	2							0												1	0	1	1				1	10	0			3	1	1	1	1	110	202		1	120	20	40	40	50									0	1			1	0	0	0	0	0	433	100		2020		4010	EF0001	22020									0					
	203	8000	雷橫第三段攻擊	2.雷橫	連擊技能	110%	四連擊	143%	10							0												0	0	1	1				1	10	0			5	1	1	1	1	140	203		1	120	75	50	50	50									0	1			1	1	150	200	1	150	500	100		2030	PUSH	4012	EF0001	22030				Skill_Basic					0					
	204	8000	雷橫第四段攻擊	2.雷橫	連擊技能	110%	四連擊	143%	20							0												0	0	1	1				1	10	0			10	1	1	1	1	240	204		1	120	120	120	120	50									0	1			1	0	0	0	1	200	833	400		2033		4013	EF0001	22033									0					
	301	8000	孫二娘基本攻擊	3.孫二娘	連擊技能	90%	法師遠射	117%	1							0												1	0	1	1				1	10	0			2	1	1	1	1	60	301		1	75	75	75	75	50			S03603001d			100	1500	0	0	1	800	0.4	1	0	0	0	0	0	500	0		2014		4010	EF0401	32014				Camzoom_02					0					
	302	8000	孫二娘第二段攻擊	3.孫二娘	連擊技能	100%	法師遠射	130%	2							0												1	0	1	1				1	10	0			3	1	1	1	1	70	302		1	75	75	75	75	50			S03603001			100	1500	0	0	1	800	0.55	1	0	0	0	0	0	500	0		2015		4010	EF0401	32015									0					
	303	8000	孫二娘第三段攻擊	3.孫二娘	連擊技能	110%	法師遠射	143%	10							0												0	0	1	1				1	10	0			5	1	1	1	1	110	303		1	75	75	75	75	50			S03603001c			100	1500	0	0	1	800	0.7	1	0	0	0	0	0	767	0		2034	PUSH	4012	EF0401	32034									0					
	304	8000	孫二娘第四段攻擊	3.孫二娘	連擊技能	110%	法師遠射	143%	20							0												0	0	1	1				1	10	0			10	1	1	1	1	290	304		1	75	100	75	75	50								0	0	1			1	1	100	500	1	100	1000	500		2033		4013	EF0401	32033			Skill_Basic						0					
	401	8000	戴宗基本攻擊	4.戴宗	連擊技能	90%	射擊	117%	1							0												1	0	1	1				1	10	0			2	1	1	1	1	80	401		1	300	20	75	75	50									0	2	200		1	0	0	0	0	0	667	200		2013			EF0001	42010				Camzoom_02					0					
	402	8000	戴宗第二段攻擊	4.戴宗	連擊技能	100%	射擊	130%	2							0												1	0	1	1				1	10	0			3	1	1	1	1	90	402		1	300	20	75	75	50									0	2	200		1	0	0	0	0	0	667	200		2022			EF0001	42020									0					
	403	8000	戴宗第三段攻擊	4.戴宗	連擊技能	110%	射擊	143%	10							0												0	0	1	1				1	10	0			5	1	1	1	1	140	403		1	180	50	75	75	50									0	1			1	1	150	200	1	200	500	0		2030	PUSH	4012	EF0001	42030				Skill_Basic					0					
