#	Id	ClassId	Level	GroupId			MaxHP	MaxMP	RestoreHP	RestoreMP	Strength	Dexterity	Constitution	Intelligence	CriticalPower	CriticalHitRate	LuckyValue	Attack	Defence	GroundHarm	WaterHarm	FireHarm	WindHarm	Unground	Unwater	Unfire	Unwind	
# 屬性位址參照							2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	
# 等級強度參照							2	3										3	7	3	3	3	3	3	3	3	3	
# 等級強度每級分算比例							108	108										108	108	108	108	108	108	108	108	108	108	
# 取值比例							100%	100%										100%	100%	100%	100%	100%	100%	50%	50%	50%	50%	
#	編號	Class編號	強化等級	強化群組	裝備類型層級	對應參考等級	最高 HP	最高 MP	HP 回復	MP 回復	力量	敏捷	體質	智力	爆發力	爆擊率	幸運值	攻擊力	防禦力	地攻	水攻	火攻	風攻	地防	水防	火防	風防	
# 20級強化屬性數值表 01-1-1-001：對應等級限制 - 類型 (1:武器;2:防具;3:飾品) - 層級 (1:灰;2:白;3:綠;4:藍;5:紫) - 裝備等級																												
# 武器強化屬性數值表																												
# 武器 - 灰裝																												
	2011001	5002	1	2011001	 武器 - 灰裝	20	16	16	0	0	1	1	1	1	1	0	1	2	0	0	0	0	0	0	0	0	0	
	2011002	5002	2	2011001	 武器 - 灰裝	20	32	32	0	0	2	2	2	2	2	0	2	4	0	0	0	0	0	0	0	0	0	
	2011003	5002	3	2011001	 武器 - 灰裝	20	48	48	0	0	3	3	3	3	3	0	3	6	0	0	0	0	0	0	0	0	0	
	2011004	5002	4	2011001	 武器 - 灰裝	20	64	64	0	0	4	4	4	4	4	0	4	8	0	0	0	0	0	0	0	0	0	
	2011005	5002	5	2011001	 武器 - 灰裝	20	80	80	0	0	5	5	5	5	5	0	5	10	0	0	0	0	0	0	0	0	0	
	2011006	5002	6	2011001	 武器 - 灰裝	20	96	96	0	0	6	6	6	6	6	0	6	12	0	0	0	0	0	0	0	0	0	
	2011007	5002	7	2011001	 武器 - 灰裝	20	112	112	0	0	7	7	7	7	7	0	7	14	0	0	0	0	0	0	0	0	0	
	2011008	5002	8	2011001	 武器 - 灰裝	20	128	128	0	0	8	8	8	8	8	0	8	16	0	0	0	0	0	0	0	0	0	
	2011009	5002	9	2011001	 武器 - 灰裝	20	144	144	0	0	9	9	9	9	9	0	9	18	0	0	0	0	0	0	0	0	0	
	2011010	5002	10	2011001	 武器 - 灰裝	20	160	160	0	0	10	10	10	10	10	0	10	20	0	0	0	0	0	0	0	0	0	
	2011011	5002	11	2011001	 武器 - 灰裝	20	176	176	0	0	11	11	11	11	11	0	11	22	0	0	0	0	0	0	0	0	0	
	2011012	5002	12	2011001	 武器 - 灰裝	20	192	192	0	0	12	12	12	12	12	0	12	24	0	0	0	0	0	0	0	0	0	
	2011013	5002	13	2011001	 武器 - 灰裝	20	208	208	0	0	13	13	13	13	13	0	13	26	0	0	0	0	0	0	0	0	0	
	2011014	5002	14	2011001	 武器 - 灰裝	20	224	224	0	0	14	14	14	14	14	0	14	28	0	0	0	0	0	0	0	0	0	
	2011015	5002	15	2011001	 武器 - 灰裝	20	240	240	0	0	15	15	15	15	15	0	15	30	0	0	0	0	0	0	0	0	0	
	2011016	5002	16	2011001	 武器 - 灰裝	20	256	256	0	0	16	16	16	16	16	0	16	32	0	0	0	0	0	0	0	0	0	
	2011017	5002	17	2011001	 武器 - 灰裝	20	272	272	0	0	17	17	17	17	17	0	17	34	0	0	0	0	0	0	0	0	0	
	2011018	5002	18	2011001	 武器 - 灰裝	20	288	288	0	0	18	18	18	18	18	0	18	36	0	0	0	0	0	0	0	0	0	
