#	Id	Class									DropItemGroupId	ItemPresetId_1		ItemCount_1	DropRate_1	ItemPresetId_2		ItemCount_2	DropRate_2	ItemPresetId_3		ItemCount_3	DropRate_3	ItemPresetId_4		ItemCount_4	DropRate_4	ItemPresetId_5		ItemCount_5	DropRate_5	ItemPresetId_6		ItemCount_6	DropRate_6	ItemPresetId_7		ItemCount_7	DropRate_7	ItemPresetId_8		ItemCount_8	DropRate_8	ItemPresetId_9		ItemCount_9	DropRate_9	ItemPresetId_10		ItemCount_10	DropRate_10																																																	
#	參數					5	0					1				2				3				4				5				6				7				8				9				10																																																				
#	欄位數					1					2000		42			13	42			17	42			21	42			25	42			29	42			33	42			37	42			41	42			45	42				40 				40 				40 				40 				40 				40 				40 				40 				40 				40 						90 			93		
#	編號	Class編號	類型	掉落寶物群組名稱	備注	對應MOB等級	對應等級區間	層級	群組數	掉落數	掉落群組串聯編號	掉落物品1	物品名稱	掉落數量1	掉落機率	掉落物品2	物品名稱	掉落物品數量2	掉落機率	掉落物品3	物品名稱	掉落物品數量3	掉落機率	掉落物品4	物品名稱	掉落物品數量4	掉落機率	掉落物品5	物品名稱	掉落物品數量5	掉落機率	掉落物品6	物品名稱	掉落物品數量6	掉落機率	掉落物品7	物品名稱	掉落物品數量7	掉落機率	掉落物品8	物品名稱	掉落物品數量8	掉落機率	掉落物品9	物品名稱	掉落物品數量9	掉落機率	掉落物品10	物品名稱	掉落數量10	掉落機率		賣店價1			期望值1	賣店價2			期望值2	賣店價3			期望值3	賣店價4			期望值4	賣店價5			期望值5	賣店價6			期望值6	賣店價7			期望值7	賣店價8			期望值8	賣店價9			期望值9	賣店價10			期望值10		寶物組總價期望值	MOB 預算--小怪級	單獨掉落建議機率--小怪級	掉落率填表值--小怪級(1/10000)	供【對應等級】參照ID	Drop GP	
# 任務道具																																																																																																				
	1001	3200	任務道具	木樁輪	新手任務	1			1	1		20001	檜木輪--04.白	1	10000		--				--				--				--				--				--				--				--				--				0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 		0.00 	6 	0.00%	0 	1001	5.5 	
	1002	3200	任務道具	鎮虎符	彪城任務	1			1	1		20008	鎮虎符--04.白	1	10000		--				--				--				--				--				--				--				--				--				30 			30.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 		30.00 	6 	18.33%	1833 	1002	-24.5 	
	1003	3200	任務道具	戰車零件七部分A組	彪城任務	1			3	1		20009	零件1：砲管--04.白	1	10000	20010	零件2：砲座--04.白	1	10000	20011	零件3：輪子--04.白	1	10000		--				--				--				--				--				--				--				30 			10.00 	30 			10.00 	30 			10.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 		30.00 	6 	18.33%	1833 	1003	-24.5 	
	1004	3200	任務道具	戰車零件七部分B組	彪城任務	1			2	1		20012	零件4：底盤--04.白	1	10000	20013	零件5：履帶--04.白	1	10000		--				--				--				--				--				--				--				--				30 			15.00 	30 			15.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 		30.00 	6 	18.33%	1833 	1004	-24.5 	
	1005	3200	任務道具	戰車零件七部分C組	彪城任務	1			2	1		20014	零件6：傳動軸--04.白	1	10000	20015	零件7：瞄準器--04.白	1	10000		--				--				--				--				--				--				--				--				30 			15.00 	30 			15.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 		30.00 	6 	18.33%	1833 	1005	-24.5 	
	1006	3200	任務道具	九層塔鑰匙	九層塔	1			1	1		50001	碧玉鑰匙--06.藍	1	10000		--				--				--				--				--				--				--				--				--				1 			1.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 		1.00 	6 	550.00%	55000 	1006	4.5 	
	1007	3200	任務道具	九層塔鑰匙	九層塔	1			1	1		50002	青玉鑰匙--06.藍	1	10000		--				--				--				--				--				--				--				--				--				1 			1.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 		1.00 	6 	550.00%	55000 	1007	4.5 	
	1008	3200	任務道具	九層塔鑰匙	九層塔	1			1	1		50003	紫玉鑰匙--06.藍	1	10000		--				--				--				--				--				--				--				--				--				1 			1.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 		1.00 	6 	550.00%	55000 	1008	4.5 	
	1009	3200	任務道具	九層塔鑰匙	九層塔	1			1	1		50004	白玉鑰匙--06.藍	1	10000		--				--				--				--				--				--				--				--				--				1 			1.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 		1.00 	6 	550.00%	55000 	1009	4.5 	
	1010	3200	任務道具	九層塔鑰匙	九層塔	1			1	1		50005	晶玉鑰匙--06.藍	1	10000		--				--				--				--				--				--				--				--				--				1 			1.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 	0 			0.00 		1.00 	6 	550.00%	55000 	1010	4.5 	
# 消耗品																																																																																														0.00 					0.0 	
# 特殊副本小怪消耗品											2000																																																																																			0.00 					0.0 	
	2001	3200	新手副本小怪	1級藥水、消耗品組	副本小怪	1			7	1	2001	30001	生命藥水LV1--04.白	1	8000	30007	技能藥水LV1--04.白	1	5000	30022	一般武卷--04.白	1	5	30023	一般防卷--04.白	1	15	30024	祝福武卷--05.綠	1	1	30025	祝福防卷--05.綠	1	3		--	1	15	30027	復活電擊棒--04.白	1	15		--				--				2 			0.23 	3 			0.21 	300 			0.02 	100 			0.02 	150 			0.00 	50 			0.00 	0 			0.00 	250 			0.05 	0 			0.00 	0 			0.00 		0.54 	6 	1011.83%	101183 	2001	5.0 	
# 副本小怪消耗品											2100																																																																																			0.00 					0.0 	
