#	Id	ClassId		CharacterPresetId		EquipmentPosition	EnchantLevel	ImageListPresetId	UOffset	VOffset
#	編號	Class編號	裝備部位	角色編號	裝備部位	裝備部位	強化等級	強化特效的貼圖編號	貼圖流動特效的X軸位移量	貼圖流動特效的Y軸位移量
# 林沖強化特效貼圖										
	1	5010	1.林沖	1	0.頭部	0	40	80001	0.1	0.1
	2	5010	1.林沖	1	0.頭部	0	41	80001	0.1	0.1
	3	5010	1.林沖	1	0.頭部	0	42	80001	0.1	0.1
	4	5010	1.林沖	1	0.頭部	0	43	80001	0.1	0.1
	5	5010	1.林沖	1	0.頭部	0	44	80001	0.1	0.1
	6	5010	1.林沖	1	0.頭部	0	45	80001	0.1	0.1
	7	5010	1.林沖	1	0.頭部	0	46	80001	0.1	0.1
	8	5010	1.林沖	1	0.頭部	0	47	80001	0.1	0.1
	9	5010	1.林沖	1	0.頭部	0	48	80001	0.1	0.1
	10	5010	1.林沖	1	0.頭部	0	49	80001	0.1	0.1
	11	5010	1.林沖	1	0.頭部	0	50	80001	0.1	0.1
	12	5010	1.林沖	1	0.頭部	0	51	80001	0.1	0.1
	13	5010	1.林沖	1	0.頭部	0	52	80001	0.1	0.1
	14	5010	1.林沖	1	0.頭部	0	53	80001	0.1	0.1
	15	5010	1.林沖	1	0.頭部	0	54	80001	0.1	0.1
	16	5010	1.林沖	1	0.頭部	0	55	80001	0.1	0.1
	17	5010	1.林沖	1	0.頭部	0	56	80001	0.1	0.1
	18	5010	1.林沖	1	0.頭部	0	57	80001	0.1	0.1
	19	5010	1.林沖	1	0.頭部	0	58	80001	0.1	0.1
	20	5010	1.林沖	1	0.頭部	0	59	80001	0.1	0.1
	21	5010	1.林沖	1	0.頭部	0	60	80001	0.1	0.1
	22	5010	1.林沖	1	0.頭部	0	61	80001	0.1	0.1
	23	5010	1.林沖	1	0.頭部	0	62	80001	0.1	0.1
	24	5010	1.林沖	1	0.頭部	0	63	80001	0.1	0.1
	25	5010	1.林沖	1	0.頭部	0	64	80001	0.1	0.1
	26	5010	1.林沖	1	0.頭部	0	65	80001	0.1	0.1
	27	5010	1.林沖	1	0.頭部	0	66	80001	0.1	0.1
	28	5010	1.林沖	1	0.頭部	0	67	80001	0.1	0.1
	29	5010	1.林沖	1	0.頭部	0	68	80001	0.1	0.1
	30	5010	1.林沖	1	0.頭部	0	69	80001	0.1	0.1
	31	5010	1.林沖	1	0.頭部	0	70	80002	0.3	0.3
	32	5010	1.林沖	1	0.頭部	0	71	80002	0.3	0.3
	33	5010	1.林沖	1	0.頭部	0	72	80002	0.3	0.3
	34	5010	1.林沖	1	0.頭部	0	73	80002	0.3	0.3
