#	Id	ClassId													AttackRate	DefenceRate	StrengthRate	DexterityRate	ConstitutionRate	IntelligenceRate	GroundHarmRate	WaterHarmRate	FireHarmRate	WindHarmRate	UngroundRate	UnwaterRate	UnfireRate	UnwindRate							
# 參照或參數								72	73				100%																						
# 參照或參數								100%	0%				130%																						
 #			名稱	使用技能角色	角色屬性	使用者類型	使用者等級	動作時間	集氣時間	參考DPS	攻擊次數	攻／狀型比例	參考比例	實際物傷比例	攻百分比	防百分比	力百分比	敏百分比	體百分比	智百分比	地百分比	水百分比	火百分比	風百分比	地防百分比	水防百分比	火防百分比	風防百分比							
# 科目0-種類00-角色0-項目00-等級00																																			
# 0000000~1999999 為PC技能															PC單一傷害之武器及素質和之傷害比例最低自80%計算起（Skill另佔30%）														*技能本身增加的傷害該有全攻擊力的30%，連擊不使用固定值，故連擊的傷害該從130%起跳						
# PC 連擊												連擊不帶元素傷害之比例																							
	101	9500	基本攻擊	1.林沖		PC		500	100	1	1	90%	93%	90%	90	0	0	0	0	0	0	0	0	0	0	0	0	0							
	102	9500	第二段攻擊	1.林沖		PC		500	100	1	1	100%	100%	100%	100	0	0	0	0	0	0	0	0	0	0	0	0	0							
	103	9500	第三段攻擊	1.林沖		PC		500	100	1	1	110%	108%	110%	110	0	0	0	0	0	0	0	0	0	0	0	0	0							
	104	9500	第四段攻擊	1.林沖		PC		1000	400	2	1	100%	175%	150%	150	0	0	0	0	0	0	0	0	0	0	0	0	0							
	201	9500	基本攻擊	2.雷橫		PC		433	100	0.9	1	90%	86%	90%	90	0	0	0	0	0	0	0	0	0	0	0	0	0							
	202	9500	第二段攻擊	2.雷橫		PC		433	100	0.9	1	100%	93%	100%	100	0	0	0	0	0	0	0	0	0	0	0	0	0							
	203	9500	第三段攻擊	2.雷橫		PC		500	100	1	1	110%	108%	110%	110	0	0	0	0	0	0	0	0	0	0	0	0	0							
	204	9500	第四段攻擊	2.雷橫		PC		833	400	1.7	1	100%	153%	150%	150	0	0	0	0	0	0	0	0	0	0	0	0	0							
	301	9500	基本攻擊	3.孫二娘		PC		500	0	1	2	90%	59%	60%	60	0	0	0	0	0	0	0	0	0	0	0	0	0							
	302	9500	第二段攻擊	3.孫二娘		PC		500	0	1	2	100%	63%	65%	65	0	0	0	0	0	0	0	0	0	0	0	0	0							
	303	9500	第三段攻擊	3.孫二娘		PC		767	0	1.5	2	110%	87%	70%	70	0	0	0	0	0	0	0	0	0	0	0	0	0							
	304	9500	第四段攻擊	3.孫二娘		PC		1000	500	2	1	100%	175%	150%	150	0	0	0	0	0	0	0	0	0	0	0	0	0							
	401	9500	基本攻擊	4.戴宗		PC		667	200	1.3	2	90%	69%	60%	60	0	0	0	0	0	0	0	0	0	0	0	0	0							
	402	9500	第二段攻擊	4.戴宗		PC		667	200	1.3	2	100%	74%	65%	65	0	0	0	0	0	0	0	0	0	0	0	0	0							
	403	9500	第三段攻擊	4.戴宗		PC		500	0	1	1	110%	108%	110%	110	0	0	0	0	0	0	0	0	0	0	0	0	0							
	404	9500	第四段攻擊	4.戴宗		PC		1000	200	2	2	100%	100%	150%	150	0	0	0	0	0	0	0	0	0	0	0	0	0							
	501	9500	基本攻擊	5.史進		PC		500	100	1	1	90%	93%	90%	90	0	0	0	0	0	0	0	0	0	0	0	0	0							
	502	9500	第二段攻擊	5.史進		PC		500	100	1	1	100%	100%	100%	100	0	0	0	0	0	0	0	0	0	0	0	0	0							
